unnamed:_0_level_0_rk,player,team,market_value,unnamed:_2_level_0_nation,position,age,unnamed:_6_level_0_born,playing_time_mp,playing_time_starts,minutes,nineties,goals,assists,g+a,g-pk,pk,pkatt,crdy_x,crdr_x,xg,npxg,xag,npxg+xag,progression_prgc,progression_prgp,progression_prgr,goals_per90,assists_per90,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,xg_per90,xag_per90,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,unnamed:_36_level_0_matches,gls,sh,sot,sotpct,sh_90,sot_90,g_sh,g_sot,dist,fk,pk.1,pkatt.1,xg_alt,npxg_y,npxg_sh,g-xg,np:g-xg,total_cmp,total_att,total_cmppct,total_totdist,total_prgdist,short_cmp,short_att,short_cmppct,medium_cmp,medium_att,medium_cmppct,long_cmp,long_att,long_cmppct,xa,a-xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tklpct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succpct,take-ons_tkld,take-ons_tkldpct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1_3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,crdy_y,crdr_y,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,aerial_duels_won,aerial_duels_lost,aerial_duels_wonpct,season,crdy,crdr,xg_xag_total,position_primary,position_group,age_squared,log_market_value,psi,season_year,long_cmp_rate,predicted_value,value_gap,age_multiplier,future_value,value_gap_future,youth_safety_penalty,pass_completion_rate,psxg,aerial_duels_wonpct_pct,take-ons_succpct_pct,xg_per90_pct,medium_cmppct_pct,touches_def_pen_pct,carries_prgdist_pct,sh_pct,goals_per90_pct,long_cmppct_pct,progression_prgr_pct,progression_prgp_pct,total_cmppct_pct,xag_per90_pct,assists_per90_pct,short_cmppct_pct,long_cmp_rate_pct,blocks_blocks_pct,tackles_tkl_pct,int_pct,predicted_value_new,team_fit_score,ranking_score
152,Jamie Donley,Tottenham,1.5,nir NIR,FW,18.0,2005.0,3,0,3,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,14,0,1,1,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,7,0.001577287066246,4,2,1,0,7,1,0,0.0,1,100.0,2,9,8,0,0,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,2023-24,,,0.0,FW,Forward,324.0,0.9162907318741552,0.0,2023,0.0,1.4817608970757803,14.5,1.3,1.8522011213447254,0.35220112134472537,-5,100.0,0.0,,0.0903225806451612,0.0790322580645161,,,,0.0709677419354838,0.1903225806451612,,0.0338709677419354,,,0.1032258064516129,,,,,,,1.4817608970757803,,
498,Manor Solomon,Tottenham,13.0,il ISR,FW,24.0,1999.0,5,2,199,2.2,0,2,2,0,0,0,1.0,0.0,0.4,0.4,0.8,1.2,17,11,44,0.0,0.9045226130653268,0.9,0.0,0.9,0.1809045226130653,0.3618090452261306,0.56,0.19,0.56,Matches,0,7,1,14.3,3.17,0.45,0.0,0.0,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,78,90,86.7,1105,196,45,48,93.8,28,35,80.0,3,4,0.75,0.8,1.2,3,3,1,1,1,1,2,50.0,1,4,0,4,125,0.000788643533123,14,29,83,20,125,17,10,58.8,7,41.2,92,695,404,17,8,9,5,2,92,44,1.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,2023-24,,,1.2000000000000002,FW,Forward,576.0,2.6390573296152584,0.0009794080501555,2023,0.75,10.608524527381304,20.285714285714285,1.1,11.13895075375037,-1.86104924624963,-5,86.7,0.4,,0.8903225806451613,0.3903225806451613,,,,0.3387096774193548,0.1903225806451612,,0.4645161290322581,,,0.970967741935484,,,,,,,10.608524527381304,,
542,Micky Van De Ven,Tottenham,55.0,nl NED,DF,22.0,2001.0,27,27,2339,26.0,3,0,3,3,0,0,5.0,0.0,0.6,0.6,0.0,0.6,19,108,9,0.1154339461308251,0.0,0.12,0.12,0.12,0.023086789226165,0.0,0.02,0.02,0.02,Matches,3,8,3,37.5,0.31,0.12,0.38,1.0,16.0,0,0,0,0.6,0.6,0.08,2.4,2.4,1698,1810,93.8,29840,10172,674,698,96.6,894,941,95.0,99,124,0.798,0.3,0.0,49,35,34,12,3,24,33,72.7,9,25,15,10,2023,0.1924290220820189,966,976,102,15,2023,27,15,55.6,9,33.3,1422,6561,3058,19,16,2,15,12,1499,9,5.0,0.0,0.0,13.0,17.0,1.0,3.0,18.0,35.0,0.0,1.0,0.0,144.0,38.0,41.0,48.1,2023-24,,,0.6,DF,Defender,484.0,4.02535169073515,0.2332639052280067,2023,0.7983870967741935,31.310603921212746,-25.2257358380592,1.2,36.00719450939466,-18.992805490605342,0,93.8,0.6,0.5013698630136987,,,,,0.8931506849315068,,,,,0.9027397260273972,,,,,,0.7082191780821918,0.8328767123287671,0.6726027397260274,31.310603921212746,,
157,Radu Dragusin,Tottenham,25.0,ro ROU,DF,21.0,2002.0,9,4,429,4.8,0,0,0,0,0,0,1.0,0.0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.0209790209790209,0.0,0.03,0.03,0.03,Matches,0,1,0,0.0,0.21,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,0.5,0.0,0.0,5,3,5,0,0,3,3,100.0,0,5,4,1,411,0.0347003154574132,217,189,7,2,411,3,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1,1.0,0.0,0.0,6.0,4.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,21.0,9.0,6.0,60.0,2023-24,,,0.1,DF,Defender,441.0,3.258096538021482,0.0754085900521573,2023,0.5,9.90062111620685,-8.693862468749014,1.2,12.375776395258562,-12.624223604741438,-5,88.1,0.1,0.7342465753424657,,,,,0.410958904109589,,,,,0.2178082191780821,,,,,,0.2424657534246575,0.2,0.4753424657534246,9.90062111620685,,
452,Richarlison,Tottenham,38.0,br BRA,FW,26.0,1997.0,28,18,1491,16.6,11,4,15,11,0,0,3.0,0.0,9.6,9.6,2.1,11.7,26,38,106,0.6639839034205232,0.2414486921529175,0.91,0.66,0.91,0.579476861167002,0.1267605633802817,0.7,0.58,0.7,Matches,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,1.4,1.4,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,0.667,1.4,1.9,16,11,4,8,4,2,10,20.0,8,32,6,26,652,0.0260252365930599,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106,3.0,0.0,0.0,20.0,30.0,12.0,14.0,8.0,11.0,0.0,0.0,0.0,42.0,25.0,57.0,30.5,2023-24,,,11.7,FW,Forward,676.0,3.6635616461296463,0.0041083150748118,2023,0.6666666666666666,39.377420624560386,-2.2142857142857157,1.0,41.346291655788406,3.3462916557884057,0,68.1,9.6,,0.2580645161290322,0.9290322580645162,,,,0.8887096774193548,0.9548387096774194,,0.7387096774193549,,,0.5709677419354838,,,,,,,39.377420624560386,,
558,Timo Werner,Tottenham,17.0,de GER,FW,27.0,1996.0,13,10,809,9.0,2,3,5,2,0,0,1.0,0.0,3.7,3.7,2.7,6.4,79,41,124,0.2224969097651421,0.3337453646477132,0.56,0.22,0.56,0.411619283065513,0.3003708281829419,0.72,0.41,0.72,Matches,2,29,7,24.1,3.23,0.78,0.07,0.29,14.1,0,0,0,3.7,3.7,0.13,-1.7,-1.7,281,366,76.8,4049,863,163,189,86.2,108,138,78.3,6,12,0.5,2.9,0.3,7,4,3,4,0,5,18,27.8,13,12,0,12,450,0.002365930599369,32,118,302,69,450,30,12,40.0,12,40.0,328,2598,1517,79,27,36,11,5,351,124,1.0,0.0,0.0,3.0,5.0,12.0,28.0,3.0,4.0,0.0,0.0,0.0,27.0,1.0,2.0,33.3,2023-24,,,6.4,FW,Forward,729.0,2.8903717578961645,0.0022801114040682,2023,0.5,26.758505464474183,13.0,1.0,25.420580191250473,8.420580191250473,-5,76.8,3.7,,0.5274193548387097,0.8032258064516129,,,,0.6629032258064517,0.5612903225806452,,0.7935483870967742,,,0.9193548387096774,,,,,,,26.758505464474183,,
360,Mikey Moore,Tottenham,0.0,eng ENG,MF,15.0,2007.0,2,0,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,4,5,80.0,51,11,3,4,75.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,8,0.000788643533123,1,3,4,0,8,1,0,0.0,1,100.0,4,44,41,2,1,0,1,0,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,,,0.0,MF,Midfielder,225.0,0.0,0.0,2023,0.0,4.657573651706698,14.21612850740945,1.3,5.821967064633372,5.821967064633372,-5,80.0,0.0,,0.0957142857142857,0.1142857142857142,,,,,0.2542857142857143,,0.1985714285714285,,,0.1142857142857142,0.2557142857142857,,,,,,4.657573651706698,,
236,Son Heung-Min,Tottenham,45.0,kr KOR,FW,31.0,1992.0,35,34,2934,32.6,17,10,27,15,2,2,1.0,0.0,12.0,10.4,11.8,22.2,119,139,325,0.5214723926380368,0.3067484662576687,0.83,0.46,0.77,0.3680981595092025,0.3619631901840491,0.73,0.32,0.68,Matches,17,83,38,45.8,2.55,1.17,0.18,0.39,15.5,0,2,2,12.0,10.4,0.13,5.0,4.6,887,1075,82.5,12123,2822,531,609,87.2,297,338,87.9,23,38,0.605,8.3,-1.8,21,13,6,7,8,10,21,47.6,11,4,1,3,1354,0.0063091482649842,87,458,823,212,1352,92,39,42.4,47,51.1,927,5688,2989,119,44,64,55,41,1100,325,1.0,0.0,0.0,12.0,39.0,20.0,36.0,8.0,13.0,1.0,1.0,1.0,80.0,5.0,16.0,23.8,2023-24,,,23.8,FW,Forward,961.0,3.828641396489095,0.0034305748376724,2023,0.6052631578947368,62.15025317013922,-0.1428571428571459,0.8,52.827715194618335,7.827715194618335,0,82.5,12.0,,0.6241935483870967,0.7580645161290323,,,,0.967741935483871,0.8870967741935484,,0.9838709677419356,,,0.9741935483870968,,,,,,,62.15025317013922,,
246,Danny Ings,West Ham,8.0,eng ENG,FW,31.0,1992.0,20,3,404,4.5,1,0,1,1,0,0,1.0,0.0,1.3,1.3,0.3,1.5,7,8,29,0.2227722772277227,0.0,0.22,0.22,0.22,0.2896039603960396,0.0668316831683168,0.34,0.28,0.34,Matches,1,12,4,33.3,2.67,0.89,0.08,0.25,13.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,76,107,71.0,854,170,40,50,80.0,19,24,79.2,1,8,0.125,0.3,-0.3,6,2,0,6,0,4,13,30.8,9,4,1,3,165,0.0063091482649842,20,68,79,24,165,13,6,46.2,6,46.2,94,381,129,7,2,3,9,4,107,29,1.0,0.0,0.0,4.0,6.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,12.0,3.0,9.0,25.0,2023-24,,,1.6,FW,Forward,961.0,2.19722457733622,0.0016368201191823,2023,0.125,11.122591495030134,-2.0,0.8,9.454202770775614,1.4542027707756144,-5,71.0,1.3,,0.6838709677419355,0.6129032258064516,,,,0.4225806451612903,0.5645161290322581,,0.382258064516129,,,0.3548387096774194,,,,,,,11.122591495030134,,
20,Edson Alvarez,West Ham,35.0,mx MEX,MF,25.0,1997.0,31,28,2377,26.4,1,1,2,1,0,0,11.0,0.0,1.3,1.3,0.6,1.9,20,91,26,0.0378628523348758,0.0378628523348758,0.08,0.04,0.08,0.0492217080353386,0.0227177114009255,0.07,0.05,0.07,Matches,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,1033,1207,85.6,17083,5225,518,573,90.4,401,445,90.1,87,132,0.659,0.8,0.4,80,39,47,26,7,31,66,47.0,35,59,20,39,1599,0.1182965299684542,565,854,201,16,1599,42,27,64.3,14,33.3,890,5147,2227,20,27,1,38,30,948,26,11.0,0.0,0.0,33.0,15.0,1.0,4.0,42.0,39.0,0.0,1.0,0.0,164.0,30.0,34.0,46.9,2023-24,,,1.9,MF,Midfielder,625.0,3.58351893845611,0.0002576986864343,2023,0.6590909090909091,18.61520143510344,-5.969617598811194,1.0,19.545961506858614,-15.454038493141386,0,85.6,1.3,,0.8842857142857142,0.3914285714285714,,,,,0.5371428571428571,,0.5728571428571428,,,0.2742857142857143,0.54,,,,,,18.61520143510344,,
162,George Earthy,West Ham,1.0,eng ENG,FW,18.0,2004.0,3,0,34,0.4,1,0,1,1,0,0,0.0,0.0,0.3,0.3,0.0,0.3,0,1,3,2.647058823529412,0.0,2.65,2.65,2.65,0.7941176470588235,0.0,0.82,0.82,0.82,Matches,1,1,1,100.0,2.65,2.65,1.0,1.0,3.8,0,0,0,0.3,0.3,0.31,0.7,0.7,16,17,94.1,183,43,12,13,92.3,4,4,100.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,18,0.0,3,7,8,1,18,0,0,0.0,0,,13,48,13,0,1,0,0,0,15,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2023-24,,,0.3,FW,Forward,324.0,0.6931471805599453,0.0120790230219292,2023,0.0,24.75758623155541,46.57142857142857,1.3,30.946982789444263,29.946982789444263,-5,94.1,0.3,,0.0903225806451612,0.9806451612903224,,,,0.1693548387096774,1.0,,0.1612903225806451,,,0.1032258064516129,,,,,,,24.75758623155541,,
552,James Ward-Prowse,West Ham,30.0,eng ENG,MF,28.0,1994.0,37,34,3001,33.3,7,7,14,5,2,2,4.0,0.0,6.0,4.4,7.8,12.3,18,144,63,0.2099300233255581,0.2099300233255581,0.42,0.15,0.36,0.1799400199933355,0.2339220259913362,0.41,0.13,0.37,Matches,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16,2,2,6.0,4.4,0.11,1.0,0.6,1386,1672,82.9,23288,7105,702,762,92.1,520,570,91.2,134,270,0.496,6.3,-0.8,45,29,14,23,8,18,44,40.9,26,31,9,22,1923,0.0599369085173501,375,1001,558,32,1920,21,11,52.4,7,33.3,911,3951,1606,18,26,6,15,11,1155,63,4.0,0.0,0.0,24.0,20.0,0.0,189.0,38.0,29.0,0.0,0.0,0.0,145.0,26.0,33.0,44.1,2023-24,,,13.8,MF,Midfielder,784.0,3.4339872044851463,0.0016793115894013,2023,0.4962962962962963,26.64871363514203,-0.2295606020502099,1.0,25.316277953384926,-4.683722046615074,0,82.9,6.0,,0.7242857142857143,0.8,,,,,0.8514285714285714,,0.7671428571428571,,,0.9057142857142856,0.8685714285714285,,,,,,26.64871363514203,,
94,Kaelan Casey,West Ham,1.0,eng ENG,DF,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,0.000788643533123,1,0,0,0,1,0,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2023-24,,,0.0,DF,Defender,324.0,0.6931471805599453,0.0773421436432383,2023,0.0,4.498132466448235,17.036975971364637,1.3,5.622665583060293,4.622665583060293,-5,0.0,0.0,0.989041095890411,,,,,0.0191780821917808,,,,,0.0383561643835616,,,,,,0.0534246575342465,0.0356164383561643,0.1547945205479452,4.498132466448235,,
337,Konstantinos Mavropanos,West Ham,20.0,gr GRE,DF,25.0,1997.0,19,16,1500,16.7,1,0,1,1,0,0,2.0,0.0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.072,0.012,0.08,0.07,0.08,Matches,1,12,2,16.7,0.72,0.12,0.08,0.5,9.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2,482,635,75.9,9625,3911,155,179,86.6,266,303,87.8,53,131,0.405,0.1,-0.2,28,16,17,9,2,17,21,81.0,4,21,13,8,821,0.0922712933753943,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2,2.0,0.0,0.0,15.0,10.0,0.0,1.0,23.0,16.0,0.0,0.0,2.0,70.0,44.0,23.0,65.7,2023-24,,,1.4,DF,Defender,625.0,3.044522437723423,0.1784283253849508,2023,0.4045801526717557,13.098779740967654,-0.8989657673857856,1.0,13.753718728016038,-6.246281271983962,0,75.9,1.2,0.8287671232876712,,,,,0.5753424657534246,,,,,0.5205479452054794,,,,,,0.6150684931506849,0.5931506849315068,0.7671232876712328,13.098779740967654,,
418,Lucas Paqueta,West Ham,65.0,br BRA,"FW,MF",25.0,1997.0,31,31,2622,29.1,4,6,10,2,2,2,10.0,0.0,5.4,3.8,5.4,9.2,34,187,116,0.137299771167048,0.205949656750572,0.34,0.07,0.27,0.1853546910755149,0.1853546910755149,0.37,0.13,0.32,Matches,4,40,8,20.0,1.37,0.27,0.05,0.25,17.8,1,2,2,5.4,3.8,0.1,-1.4,-1.8,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,0.549,5.1,0.6,71,48,38,26,7,25,52,48.1,27,28,1,27,1845,0.0331230283911671,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116,10.0,0.0,0.0,47.0,66.0,5.0,35.0,21.0,48.0,0.0,0.0,0.0,194.0,59.0,59.0,50.0,2023-24,,,10.8,FW,Forward,625.0,4.189654742026425,0.0012477393882948,2023,0.5491329479768786,26.705198499134237,-35.57142857142857,1.0,28.04045842409095,-36.95954157590905,0,73.9,5.4,,0.8419354838709677,0.4064516129032258,,,,0.7612903225806451,0.4612903225806452,,0.7725806451612903,,,0.7419354838709677,,,,,,,26.705198499134237,,
115,Maxwel Cornet,West Ham,9.0,ci CIV,"MF,FW",26.0,1996.0,7,1,112,1.2,1,0,1,1,0,0,0.0,0.0,0.4,0.4,0.2,0.6,3,2,8,0.8035714285714285,0.0,0.8,0.8,0.8,0.3214285714285714,0.1607142857142857,0.46,0.32,0.46,Matches,1,4,1,25.0,3.21,0.8,0.25,1.0,12.5,0,0,0,0.4,0.4,0.1,0.6,0.6,36,49,73.5,407,70,27,34,79.4,6,8,75.0,0,1,0.0,0.0,-0.2,3,2,3,0,0,1,5,20.0,4,2,0,2,68,0.000788643533123,12,22,35,8,68,2,0,0.0,1,50.0,34,280,84,3,2,2,1,3,41,8,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,2023-24,,,0.6000000000000001,MF,Midfielder,676.0,2.302585092994046,0.0022373977268222,2023,0.0,12.889536338207732,9.459738972813614,1.0,13.534013155118119,4.534013155118119,-5,73.5,0.4,,0.0957142857142857,0.9485714285714286,,,,,1.0,,0.3285714285714285,,,0.8085714285714286,0.2557142857142857,,,,,,12.889536338207732,,
293,Mohammed Kudus,West Ham,50.0,gh GHA,"FW,MF",22.0,2000.0,33,27,2484,27.6,8,6,14,8,0,0,6.0,0.0,5.1,5.1,3.5,8.6,117,80,216,0.2898550724637681,0.217391304347826,0.51,0.29,0.51,0.1847826086956521,0.1268115942028985,0.31,0.19,0.31,Matches,8,67,17,25.4,2.43,0.62,0.12,0.47,18.6,0,0,0,5.1,5.1,0.08,2.9,2.9,677,875,77.4,11263,1764,357,405,88.1,231,281,82.2,70,108,0.648,3.7,2.5,65,47,27,27,11,20,40,50.0,20,25,0,25,1311,0.0157728706624605,193,582,590,102,1311,221,124,56.1,77,34.8,904,6874,3225,117,62,40,80,93,936,216,6.0,0.0,0.0,39.0,75.0,16.0,94.0,11.0,47.0,1.0,1.0,0.0,212.0,15.0,29.0,34.1,2023-24,,,8.6,FW,Forward,484.0,3.9318256327243257,0.0017458027351354,2023,0.6481481481481481,43.77642319500494,-14.285714285714285,1.2,50.34288667425567,0.34288667425567354,0,77.4,5.1,,0.864516129032258,0.4032258064516129,,,,0.9064516129032258,0.6919354838709677,,0.9161290322580644,,,0.5741935483870968,,,,,,,43.77642319500494,,
189,Pablo Fornals,West Ham,14.0,es ESP,"MF,FW",27.0,1996.0,15,4,426,4.7,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.3,0.6,4,29,27,0.0,0.0,0.0,0.0,0.0,0.0633802816901408,0.0633802816901408,0.13,0.07,0.13,Matches,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,0.6,0.3,-0.3,10,6,4,3,3,5,16,31.3,11,8,1,7,277,0.0055205047318611,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27,0.0,0.0,0.0,3.0,5.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0,26.0,3.0,6.0,33.3,2023-24,,,0.6,MF,Midfielder,729.0,2.70805020110221,0.0001470590055188,2023,0.6,14.880402411134096,-7.817339044554566,1.0,14.13638229057739,0.13638229057739082,-5,77.1,0.3,,0.6542857142857142,0.4571428571428571,,,,,0.2542857142857143,,0.5828571428571429,,,0.4485714285714285,0.2557142857142857,,,,,,14.880402411134096,,
134,Craig Dawson,Wolves,2.0,eng ENG,DF,33.0,1990.0,25,25,2209,24.5,1,1,2,1,0,0,7.0,0.0,1.5,1.5,1.4,2.9,1,49,4,0.0407424173834314,0.0407424173834314,0.08,0.04,0.08,0.0611136260751471,0.0570393843368039,0.12,0.06,0.12,Matches,1,16,5,31.3,0.65,0.2,0.06,0.2,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,0.667,0.6,-0.4,30,20,23,6,1,22,34,64.7,12,51,39,12,1529,0.2302839116719242,889,592,54,34,1529,3,3,100.0,0,0.0,896,4227,1932,1,7,0,5,2,997,4,7.0,0.0,0.0,20.0,15.0,4.0,1.0,16.0,20.0,0.0,0.0,0.0,100.0,63.0,32.0,66.3,2023-24,,,2.9,DF,Defender,1089.0,1.0986122886681098,0.2233641108416722,2023,0.6666666666666666,9.691252345576522,6.54224847349002,0.8,8.237564493740043,6.237564493740043,0,86.5,1.5,0.8356164383561644,,,,,0.7479452054794521,,,,,0.6,,,,,,0.96986301369863,0.6301369863013698,0.6287671232876713,9.691252345576522,,
212,Enso Gonzalez,Wolves,4.0,py PAR,"MF,DF",18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,6,6,100.0,87,3,2,2,100.0,3,3,100.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,7,0.0,0,4,3,0,7,0,0,0.0,0,,4,35,3,0,1,0,1,0,7,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,,,0.0,MF,Midfielder,324.0,1.6094379124341005,0.0,2023,0.0,4.657573651706698,10.21612850740945,1.3,5.821967064633372,1.8219670646333723,-5,100.0,0.0,,0.0957142857142857,0.1142857142857142,,,,,0.2542857142857143,,0.1985714285714285,,,0.1142857142857142,0.2557142857142857,,,,,,4.657573651706698,,
490,Fabio Silva,Wolves,11.0,pt POR,FW,21.0,2002.0,8,3,264,2.9,0,0,0,0,0,0,2.0,0.0,1.0,1.0,0.2,1.2,5,10,13,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.0681818181818181,0.42,0.35,0.42,Matches,0,7,3,42.9,2.39,1.02,0.0,0.0,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0,61,76,80.3,779,174,37,43,86.0,16,18,88.9,1,4,0.25,0.1,-0.2,7,4,3,4,0,2,3,66.7,1,1,0,1,118,0.0031545741324921,24,55,44,12,118,8,2,25.0,5,62.5,66,437,186,5,5,1,12,4,69,13,2.0,0.0,0.0,8.0,4.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,15.0,2.0,5.0,28.6,2023-24,,,1.2,FW,Forward,441.0,2.4849066497880004,0.0008964657558648,2023,0.25,7.391112238324978,9.428571428571429,1.2,9.238890297906222,-1.761109702093778,-5,80.3,1.0,,0.2435483870967742,0.7161290322580646,,,,0.3387096774193548,0.1903225806451612,,0.25,,,0.3709677419354839,,,,,,,7.391112238324978,,
52,Jean-Ricner Bellegarde,Wolves,15.0,ht HAI,"MF,FW",25.0,1998.0,22,10,958,10.6,2,1,3,2,0,0,0.0,1.0,1.6,1.6,1.0,2.5,30,39,49,0.1878914405010438,0.0939457202505219,0.28,0.19,0.28,0.1503131524008351,0.0939457202505219,0.24,0.15,0.24,Matches,2,15,5,33.3,1.41,0.47,0.13,0.4,16.5,0,0,0,1.6,1.6,0.1,0.4,0.4,241,314,76.8,3452,786,144,161,89.4,76,98,77.6,14,29,0.483,0.8,0.0,17,10,9,6,2,7,15,46.7,8,18,2,16,478,0.0197160883280757,86,201,199,30,478,39,17,43.6,17,43.6,268,1850,880,30,28,5,25,19,302,49,0.0,1.0,0.0,10.0,24.0,2.0,30.0,8.0,10.0,0.0,0.0,0.0,41.0,8.0,26.0,23.5,2023-24,,,2.6,MF,Midfielder,625.0,2.772588722239781,0.0009445752407368,2023,0.4827586206896552,20.082671350923796,-6.698683191364447,1.0,21.086804918469987,6.086804918469987,0,76.8,1.6,,0.4971428571428571,0.7371428571428571,,,,,0.8314285714285714,,0.7214285714285714,,,0.5914285714285714,0.6514285714285715,,,,,,20.082671350923796,,
